Timestamp,From_Bank,Send_Account,To_Bank,Receive_Account,Amount_Received,Receiving_Currency,Amount_Paid,Payment_Currency,Payment_Format,Is_Laundering
9/1/2022 0:22,31216,80072C740,1674,80072E610,13954.85,US Dollar,13954.85,US Dollar,ACH,0
9/1/2022 0:04,10,80072CCB0,10,80072CCB0,2316.28,US Dollar,2316.28,US Dollar,Reinvestment,0
9/1/2022 0:06,3480,80072CE90,3480,80072CE90,9566.74,US Dollar,9566.74,US Dollar,Reinvestment,0
9/1/2022 0:09,3480,80072CEE0,3480,80072CEE0,9139.94,US Dollar,9139.94,US Dollar,Reinvestment,0
9/1/2022 0:27,31194,80072DB80,1,8.01E+75,3769.87,US Dollar,3769.87,US Dollar,Cheque,0
9/1/2022 0:27,1467,800730700,1467,800730700,4043.17,US Dollar,4043.17,US Dollar,Reinvestment,0
9/1/2022 0:22,1688,80076D770,1,800730B40,391525,US Dollar,391525,US Dollar,ACH,0
9/1/2022 0:02,1688,800730C80,1688,800730C80,35599.32,US Dollar,35599.32,US Dollar,Reinvestment,0
9/1/2022 0:08,1467,80076B320,1467,80076B320,37824.54,US Dollar,37824.54,US Dollar,Reinvestment,0
9/1/2022 0:18,31088,80076B3C0,1124,80076BBA0,5562.15,US Dollar,5562.15,US Dollar,ACH,0
9/1/2022 0:22,31045,80076D720,31045,80076D720,9352.95,US Dollar,9352.95,US Dollar,Reinvestment,0
9/1/2022 0:18,1124,80076D7C0,1124,80076D7C0,6239.93,US Dollar,6239.93,US Dollar,Reinvestment,0
9/1/2022 0:13,31261,80076F7B0,31261,80076F7B0,17336.92,US Dollar,17336.92,US Dollar,Reinvestment,0
9/1/2022 0:10,1674,800771A90,1674,800771A90,20250.44,US Dollar,20250.44,US Dollar,Reinvestment,0
9/1/2022 0:04,795,800772920,795,800772920,2790.96,US Dollar,2790.96,US Dollar,Reinvestment,0
9/1/2022 0:14,2843,800729D80,2843,800729D80,3.04,US Dollar,3.04,US Dollar,Reinvestment,0
9/1/2022 0:16,2843,80072C8C0,238744,81333AD30,182.9,US Dollar,182.9,US Dollar,Credit Card,0
9/1/2022 0:11,1674,80072E610,1674,80072E610,23.81,US Dollar,23.81,US Dollar,Reinvestment,0
9/1/2022 0:14,1467,800730700,1467,800730700,17.63,US Dollar,17.63,US Dollar,Reinvestment,0
9/1/2022 0:23,1,800730B40,29089,80F63DCE0,105.9,US Dollar,105.9,US Dollar,Credit Card,0
9/1/2022 0:14,1124,80076BBA0,1124,80076BBA0,13.68,US Dollar,13.68,US Dollar,Reinvestment,0
9/1/2022 0:06,1688,80076D770,1688,80076D770,15.3,US Dollar,15.3,US Dollar,Reinvestment,0
9/1/2022 0:12,701,8.01E+06,701,8.01E+06,7.34,US Dollar,7.34,US Dollar,Reinvestment,0
9/1/2022 0:16,1674,800771A90,1674,800771A90,23.15,US Dollar,23.15,US Dollar,Reinvestment,0
9/1/2022 0:12,795,800772920,795,800772920,18.46,US Dollar,18.46,US Dollar,Reinvestment,0
9/1/2022 0:28,1047,800773050,1047,800773050,11.36,US Dollar,11.36,US Dollar,Reinvestment,0
9/1/2022 0:06,701,800776440,701,800776440,2724724.74,US Dollar,2724724.74,US Dollar,Reinvestment,0
9/1/2022 0:26,1,800776160,1,800776160,279719.45,US Dollar,279719.45,US Dollar,Reinvestment,0
9/1/2022 0:03,10,800105D30,1674,800728A20,590.45,US Dollar,590.45,US Dollar,Cheque,0
9/1/2022 0:17,10,800105D30,1674,800728A20,611.35,US Dollar,611.35,US Dollar,Wire,0
9/1/2022 0:02,12,8002C8CC0,908,800685A90,105.66,US Dollar,105.66,US Dollar,Cheque,0
9/1/2022 0:25,12,8002C8CC0,908,800685A90,251.5,US Dollar,251.5,US Dollar,Credit Card,0
9/1/2022 0:19,10,800499100,513,8.01E+06,18.04,US Dollar,18.04,US Dollar,Cheque,0
9/1/2022 0:19,10,800499100,513,8.01E+06,67.07,US Dollar,67.07,US Dollar,Credit Card,0
9/1/2022 0:09,10,800499100,513,8.01E+06,43.55,US Dollar,43.55,US Dollar,Cash,0
9/1/2022 0:01,220,8.01E+55,220,8.01E+55,500000.8,US Dollar,500000.8,US Dollar,Reinvestment,0
9/1/2022 0:00,11107,8.01E+06,11107,8.01E+06,6875.39,US Dollar,6875.39,US Dollar,Reinvestment,0
9/1/2022 0:02,795,800778840,238038,813E22B90,12.1,US Dollar,12.1,US Dollar,Credit Card,0
9/1/2022 0:02,1588,8.01E+75,1588,8.01E+75,148676.74,US Dollar,148676.74,US Dollar,Reinvestment,0
9/1/2022 0:23,1588,8.01E+75,1588,8.01E+75,12.72,US Dollar,12.72,US Dollar,Reinvestment,0
9/1/2022 0:12,1729,800779820,1729,800779820,376033.8,US Dollar,376033.8,US Dollar,Reinvestment,0
9/1/2022 0:26,1729,80077ACC0,1729,80077ACC0,52042.98,US Dollar,52042.98,US Dollar,Reinvestment,0
9/1/2022 0:06,1047,80077B1F0,1047,80077B1F0,140629.54,US Dollar,140629.54,US Dollar,Reinvestment,0
9/1/2022 0:19,1362,80077BBD0,1362,80077BBD0,9.67,US Dollar,9.67,US Dollar,Reinvestment,0
9/1/2022 0:24,2843,80077CE60,2843,80077CE60,18.73,US Dollar,18.73,US Dollar,Reinvestment,0
9/1/2022 0:10,795,8.01E+134,795,8.01E+134,11692.18,US Dollar,11692.18,US Dollar,Reinvestment,0
9/1/2022 0:23,513,80077EA80,513,80077EA80,48111.93,US Dollar,48111.93,US Dollar,Reinvestment,0
9/1/2022 0:19,3715,80077EAD0,3715,80077EAD0,3691.35,US Dollar,3691.35,US Dollar,Reinvestment,0
9/1/2022 0:23,2843,80077F3F0,2843,80077F3F0,19.57,US Dollar,19.57,US Dollar,Reinvestment,0
9/1/2022 0:27,3744,80077A2D0,3744,80077A2D0,194.55,US Dollar,194.55,US Dollar,Reinvestment,0
9/1/2022 0:00,1,80077A5F0,1,80077A5F0,176.43,US Dollar,176.43,US Dollar,Reinvestment,0
9/1/2022 0:19,31043,80077BFD0,31043,80077BFD0,15448.68,US Dollar,15448.68,US Dollar,Reinvestment,0
9/1/2022 0:02,1047,80077D970,1047,80077D970,22938.8,US Dollar,22938.8,US Dollar,Reinvestment,0
9/1/2022 0:07,1729,80077DA60,1729,80077DA60,5159.39,US Dollar,5159.39,US Dollar,Reinvestment,0
9/1/2022 0:23,3985,80077E510,3985,80077E510,11461.83,US Dollar,11461.83,US Dollar,Reinvestment,0
9/1/2022 0:21,1,80077E5B0,1,80077E5B0,6110.64,US Dollar,6110.64,US Dollar,Reinvestment,0
9/1/2022 0:26,3542,80077E600,3542,80077E600,8921.21,US Dollar,8921.21,US Dollar,Reinvestment,0
9/1/2022 0:08,220,80077ED70,220,80077ED70,510.32,US Dollar,510.32,US Dollar,Reinvestment,0
9/1/2022 0:11,1674,8005D3FC0,1729,80077A4B0,13837.97,US Dollar,13837.97,US Dollar,Cheque,0
9/1/2022 0:01,1674,8005D3FC0,1729,80077A4B0,1325.89,US Dollar,1325.89,US Dollar,Wire,0
9/1/2022 0:18,1729,80077A3C0,15625,80B7A39F0,25.9,US Dollar,25.9,US Dollar,Credit Card,0
9/1/2022 0:10,1729,80077A4B0,1729,80077A4B0,17.29,US Dollar,17.29,US Dollar,Reinvestment,0
9/1/2022 0:06,1674,80077C070,1674,80077C070,6.35,US Dollar,6.35,US Dollar,Reinvestment,0
9/1/2022 0:25,1047,80077D970,1047,80077D970,17.45,US Dollar,17.45,US Dollar,Reinvestment,0
9/1/2022 0:04,1729,80077DA60,1729,80077DA60,21.34,US Dollar,21.34,US Dollar,Reinvestment,0
9/1/2022 0:13,1068,80077E380,1068,80077E380,5.32,US Dollar,5.32,US Dollar,Reinvestment,0
9/1/2022 0:09,795,80077E830,795,80077E830,18.03,US Dollar,18.03,US Dollar,Reinvestment,0
9/1/2022 0:29,1124,8007817C0,1124,8007817C0,672566.45,US Dollar,672566.45,US Dollar,Reinvestment,0
9/1/2022 0:20,1,8003F8CA0,1601,800779630,198279.08,US Dollar,198279.08,US Dollar,Cheque,0
9/1/2022 0:12,1,8003F8CA0,1601,800779630,28534.61,US Dollar,28534.61,US Dollar,Credit Card,0
9/1/2022 0:08,1,8003F8CA0,1601,800779630,81329.85,US Dollar,81329.85,US Dollar,ACH,0
9/1/2022 0:21,1362,800779C00,1362,800779C00,18.22,US Dollar,18.22,US Dollar,Reinvestment,0
9/1/2022 0:22,1588,800782870,1588,800782870,25375.37,US Dollar,25375.37,US Dollar,Reinvestment,0
9/1/2022 0:16,1362,8006B40D0,1588,800782870,260.92,US Dollar,260.92,US Dollar,Cheque,0
9/1/2022 0:17,1362,8006B40D0,1588,800782870,314.33,US Dollar,314.33,US Dollar,Cash,0
9/1/2022 0:29,1124,800777250,1124,800777250,4810201.33,US Dollar,4810201.33,US Dollar,Reinvestment,0
9/1/2022 0:25,1674,800782070,1674,800782070,10204.94,US Dollar,10204.94,US Dollar,Reinvestment,0
9/1/2022 0:07,31276,800782F20,31276,800782F20,153.92,US Dollar,153.92,US Dollar,Reinvestment,0
9/1/2022 0:15,31277,8007830A0,11157,800781F80,0.85,US Dollar,0.85,US Dollar,ACH,0
9/1/2022 0:22,3641,800783270,3641,800783270,5243.23,US Dollar,5243.23,US Dollar,Reinvestment,0
9/1/2022 0:06,1674,800782070,1674,800782070,4.03,US Dollar,4.03,US Dollar,Reinvestment,0
9/1/2022 0:22,1729,8007836F0,1729,8007836F0,5.38,US Dollar,5.38,US Dollar,Reinvestment,0
9/1/2022 0:26,1,800724810,1,800724810,10390550.07,US Dollar,10390550.07,US Dollar,Reinvestment,0
9/1/2022 0:15,31212,8.01E+45,31212,8.01E+45,337.42,US Dollar,337.42,US Dollar,Reinvestment,0
9/1/2022 0:05,701,800726010,701,800726010,483.39,US Dollar,483.39,US Dollar,Reinvestment,0
9/1/2022 0:13,1688,800725DA0,1688,800725DA0,10.24,US Dollar,10.24,US Dollar,Reinvestment,0
9/1/2022 0:19,1068,8007287B0,1068,8007287B0,15.13,US Dollar,15.13,US Dollar,Reinvestment,0
9/1/2022 0:28,1467,800728800,1467,800728800,3.86,US Dollar,3.86,US Dollar,Reinvestment,0
9/1/2022 0:06,10,800785580,10,800785580,125590.98,US Dollar,125590.98,US Dollar,Reinvestment,0
9/1/2022 0:18,10,800786280,10,800786280,22.7,US Dollar,22.7,US Dollar,Reinvestment,0
9/1/2022 0:27,513,8007863C0,513,8007863C0,14,US Dollar,14,US Dollar,Reinvestment,0
9/1/2022 0:07,795,8007870C0,795,8007870C0,20.33,US Dollar,20.33,US Dollar,Reinvestment,0
9/1/2022 0:03,10,8003B9A50,1047,8006EB7C0,851.05,US Dollar,851.05,US Dollar,Cheque,0
9/1/2022 0:20,10,8003B9A50,1047,8006EB7C0,2036.34,US Dollar,2036.34,US Dollar,Cash,0
9/1/2022 0:09,1068,8005AEB60,1068,8005AEB60,177567.59,US Dollar,177567.59,US Dollar,Reinvestment,0
9/1/2022 0:27,701,8005AE9D0,701,8005AE9D0,273861.33,US Dollar,273861.33,US Dollar,Reinvestment,0
9/1/2022 0:23,31212,8005AEA20,31212,8005AEA20,4417.92,US Dollar,4417.92,US Dollar,Reinvestment,0
9/1/2022 0:03,701,80078A8F0,701,80078A8F0,993988.65,US Dollar,993988.65,US Dollar,Reinvestment,0
9/1/2022 0:11,1601,8003479D0,701,80078A8F0,17507.64,US Dollar,17507.64,US Dollar,Cheque,0
9/1/2022 0:10,1601,8003479D0,701,80078A8F0,24109.02,US Dollar,24109.02,US Dollar,Credit Card,0
9/1/2022 0:06,1601,8003479D0,701,80078A8F0,83897.52,US Dollar,83897.52,US Dollar,Wire,0
9/1/2022 0:29,12,80078B2E0,12,80078B2E0,4907.45,US Dollar,4907.45,US Dollar,Reinvestment,0
9/1/2022 0:06,10,80014B1B0,12,80078B2E0,97656.42,US Dollar,97656.42,US Dollar,Cheque,0
9/1/2022 0:14,10,80014B1B0,12,80078B2E0,2324.32,US Dollar,2324.32,US Dollar,Credit Card,0
9/1/2022 0:16,11296,80078AED0,11296,80078AED0,16.33,US Dollar,16.33,US Dollar,Reinvestment,0
9/1/2022 0:01,1068,80078B850,1068,80078B850,15.78,US Dollar,15.78,US Dollar,Reinvestment,0
9/1/2022 0:05,701,80078BB90,701,80078BB90,17.96,US Dollar,17.96,US Dollar,Reinvestment,0
9/1/2022 0:05,795,80078D020,795,80078D020,57986.84,US Dollar,57986.84,US Dollar,Reinvestment,0
9/1/2022 0:21,1362,80078DB00,1362,80078DB00,379956.52,US Dollar,379956.52,US Dollar,Reinvestment,0
9/1/2022 0:18,220,80078E8F0,220,80078E8F0,179368.53,US Dollar,179368.53,US Dollar,Reinvestment,0
9/1/2022 0:11,1729,80043AE10,220,80078E8F0,2790.68,US Dollar,2790.68,US Dollar,Cheque,0
9/1/2022 0:04,1729,80043AE10,220,80078E8F0,13636.96,US Dollar,13636.96,US Dollar,Credit Card,0
9/1/2022 0:17,1729,80043AE10,220,80078E8F0,834.18,US Dollar,834.18,US Dollar,ACH,0
9/1/2022 0:10,1729,80043AE10,220,80078E8F0,385.37,US Dollar,385.37,US Dollar,Wire,0
9/1/2022 0:19,21174,80078FAB0,21174,80078FAB0,301374.85,US Dollar,301374.85,US Dollar,Reinvestment,0
9/1/2022 0:16,1420,800790C90,1420,800790C90,13.98,US Dollar,13.98,US Dollar,Reinvestment,0
9/1/2022 0:01,21258,8007915D0,21258,8007915D0,12.77,US Dollar,12.77,US Dollar,Reinvestment,0
9/1/2022 0:21,1729,800791F00,1729,800791F00,191289.29,US Dollar,191289.29,US Dollar,Reinvestment,0
9/1/2022 0:12,1047,80078F280,1047,80078F280,1598899.17,US Dollar,1598899.17,US Dollar,Reinvestment,0
9/1/2022 0:11,1729,80078F370,1729,80078F370,14436.41,US Dollar,14436.41,US Dollar,Reinvestment,0
9/1/2022 0:17,12,80078F7A0,12,80078F7A0,47628.82,US Dollar,47628.82,US Dollar,Reinvestment,0
9/1/2022 0:16,21258,8003BBE90,21258,8003BBE90,26.17,US Dollar,26.17,US Dollar,Reinvestment,0
9/1/2022 0:14,12,80078F7A0,12,80078F7A0,21.54,US Dollar,21.54,US Dollar,Reinvestment,0
9/1/2022 0:09,1124,8007942F0,1124,8007942F0,12477.46,US Dollar,12477.46,US Dollar,Reinvestment,0
9/1/2022 0:01,10,800709B80,1674,8007951F0,1411.18,US Dollar,1411.18,US Dollar,Cheque,0
9/1/2022 0:04,10,800709B80,1674,8007951F0,5567.02,US Dollar,5567.02,US Dollar,Credit Card,0
9/1/2022 0:12,1467,8.01E+35,1467,8.01E+35,9.59,US Dollar,9.59,US Dollar,Reinvestment,0
9/1/2022 0:25,70,100428660,1292,800796300,60940.03,US Dollar,60940.03,US Dollar,Cheque,0
9/1/2022 0:09,70,100428660,1292,800796300,14677.27,US Dollar,14677.27,US Dollar,Credit Card,0
9/1/2022 0:10,70,100428660,1292,800796300,3675.97,US Dollar,3675.97,US Dollar,Cash,0
9/1/2022 0:28,1665,80078CDE0,1665,80078CDE0,12843.48,US Dollar,12843.48,US Dollar,Reinvestment,0
9/1/2022 0:03,513,8.01E+204,513,8.01E+204,5438.61,US Dollar,5438.61,US Dollar,Reinvestment,0
9/1/2022 0:14,1047,80078C670,1047,80078C670,16.45,US Dollar,16.45,US Dollar,Reinvestment,0
9/1/2022 0:17,1124,80078E470,1124,80078E470,9.43,US Dollar,9.43,US Dollar,Reinvestment,0
9/1/2022 0:17,1292,800795C60,6129,80579B210,16.95,US Dollar,16.95,US Dollar,Credit Card,0
9/1/2022 0:01,1,8007964F0,1,8007964F0,12.21,US Dollar,12.21,US Dollar,Reinvestment,0
9/1/2022 0:24,70,100428660,1588,80079FE70,95380.16,US Dollar,95380.16,US Dollar,Cheque,0
9/1/2022 0:22,70,100428660,1588,80079FE70,19476.77,US Dollar,19476.77,US Dollar,Credit Card,0
9/1/2022 0:19,70,100428660,1588,80079FE70,223777.56,US Dollar,223777.56,US Dollar,Cash,0
9/1/2022 0:18,1588,80079FE70,1588,80079FE70,5.4,US Dollar,5.4,US Dollar,Reinvestment,0
9/1/2022 0:22,701,800438FF0,1068,8007A44F0,916.44,US Dollar,916.44,US Dollar,Cheque,0
9/1/2022 0:26,701,800438FF0,1068,8007A44F0,2724.89,US Dollar,2724.89,US Dollar,Cash,0
9/1/2022 0:06,1068,8007A44F0,1068,8007A44F0,13.02,US Dollar,13.02,US Dollar,Reinvestment,0
9/1/2022 0:12,11296,8007A4D80,11296,8007A4D80,18.97,US Dollar,18.97,US Dollar,Reinvestment,0
9/1/2022 0:29,1467,8007A9C80,1467,8007A9C80,19.59,US Dollar,19.59,US Dollar,Reinvestment,0
9/1/2022 0:03,1420,8007AAC90,1420,8007AAC90,21854.06,US Dollar,21854.06,US Dollar,Reinvestment,0
9/1/2022 0:25,1420,8007AB850,1420,8007AB850,20.93,US Dollar,20.93,US Dollar,Reinvestment,0
9/1/2022 0:06,1362,8007ACE10,1362,8007ACE10,168496.65,US Dollar,168496.65,US Dollar,Reinvestment,0
9/1/2022 0:19,10,800449990,1362,8007ACE10,655.37,US Dollar,655.37,US Dollar,Cheque,0
9/1/2022 0:06,10,800449990,1362,8007ACE10,4363.1,US Dollar,4363.1,US Dollar,Credit Card,0
9/1/2022 0:13,1362,8007ACE10,1362,8007ACE10,21.5,US Dollar,21.5,US Dollar,Reinvestment,0
9/1/2022 0:26,2843,8007A85B0,2843,8007A85B0,61300757.34,US Dollar,61300757.34,US Dollar,Reinvestment,0
9/1/2022 0:10,21258,8007A8600,21258,8007A8600,232.55,US Dollar,232.55,US Dollar,Reinvestment,0
9/1/2022 0:13,3546,8007A8AE0,1420,8007AA7A0,118.8,US Dollar,118.8,US Dollar,Wire,0
9/1/2022 0:18,3542,8007A8C20,3542,8007A8C20,144.61,US Dollar,144.61,US Dollar,Reinvestment,0
9/1/2022 0:26,3749,8007A8E50,3749,8007A8E50,23904.49,US Dollar,23904.49,US Dollar,Reinvestment,0
9/1/2022 0:11,1241,8007A9170,1241,8007A9170,304.23,US Dollar,304.23,US Dollar,Reinvestment,0
9/1/2022 0:19,1729,8007A9530,1729,8007A9530,5912.57,US Dollar,5912.57,US Dollar,Reinvestment,0
9/1/2022 0:23,31307,8007A9580,31307,8007A9580,494.92,US Dollar,494.92,US Dollar,Reinvestment,0
9/1/2022 0:05,3808,8007A97F0,3808,8007A97F0,2047.63,US Dollar,2047.63,US Dollar,Reinvestment,0
9/1/2022 0:23,795,8007A9A70,795,8007A9A70,7421.82,US Dollar,7421.82,US Dollar,Reinvestment,0
9/1/2022 0:00,1244,8007AA260,1244,8007AA260,5446.74,US Dollar,5446.74,US Dollar,Reinvestment,0
9/1/2022 0:11,3425,8007AA700,3425,8007AA700,9675.87,US Dollar,9675.87,US Dollar,Reinvestment,0
9/1/2022 0:29,1420,8007AA7A0,1420,8007AA7A0,9054.22,US Dollar,9054.22,US Dollar,Reinvestment,0
9/1/2022 0:20,3753,8007ABC20,3753,8007ABC20,26730,US Dollar,26730,US Dollar,Reinvestment,0
9/1/2022 0:12,3401,8007ABF90,3401,8007ABF90,11868.13,US Dollar,11868.13,US Dollar,Reinvestment,0
9/1/2022 0:23,10,8007AC490,10,8007AC490,246.42,US Dollar,246.42,US Dollar,Reinvestment,0
9/1/2022 0:19,1467,8007AC580,1467,8007AC580,1415.16,US Dollar,1415.16,US Dollar,Reinvestment,0
9/1/2022 0:12,31194,8007AD300,31194,8007AD300,989.64,US Dollar,989.64,US Dollar,Reinvestment,0
9/1/2022 0:07,1362,8007A93F0,1362,8007A93F0,16.01,US Dollar,16.01,US Dollar,Reinvestment,0
9/1/2022 0:00,908,8007A94E0,908,8007A94E0,6.58,US Dollar,6.58,US Dollar,Reinvestment,0
9/1/2022 0:06,1729,8007A9530,1729,8007A9530,17.67,US Dollar,17.67,US Dollar,Reinvestment,0
9/1/2022 0:06,1729,8007A97A0,1729,8007A97A0,10.39,US Dollar,10.39,US Dollar,Reinvestment,0
9/1/2022 0:23,21258,8007A9840,21258,8007A9840,24.96,US Dollar,24.96,US Dollar,Reinvestment,0
9/1/2022 0:06,1241,8007AA440,1241,8007AA440,21.25,US Dollar,21.25,US Dollar,Reinvestment,0
9/1/2022 0:16,1244,8007AC620,1244,8007AC620,8.74,US Dollar,8.74,US Dollar,Reinvestment,0
9/1/2022 0:02,2843,8007AC670,2843,8007AC670,19.99,US Dollar,19.99,US Dollar,Reinvestment,0
9/1/2022 0:09,1729,8007AD170,1729,8007AD170,14.37,US Dollar,14.37,US Dollar,Reinvestment,0
9/1/2022 0:03,10,8007B2C20,10,8007B2C20,6.19,US Dollar,6.19,US Dollar,Reinvestment,0
9/1/2022 0:20,1292,8007A3720,1292,8007A3720,2355585.4,US Dollar,2355585.4,US Dollar,Reinvestment,0
9/1/2022 0:02,1729,8007A3770,1729,8007A3770,6338.74,US Dollar,6338.74,US Dollar,Reinvestment,0
9/1/2022 0:18,3806,8007A5A80,11157,8007B2670,0.01,US Dollar,0.01,US Dollar,ACH,0
9/1/2022 0:04,1729,8007A5BC0,1729,8007A5BC0,8067.9,US Dollar,8067.9,US Dollar,Reinvestment,0
9/1/2022 0:15,1420,8007B2120,1420,8007B2120,17568.19,US Dollar,17568.19,US Dollar,Reinvestment,0
9/1/2022 0:20,3206,8007B2580,3206,8007B2580,2285.74,US Dollar,2285.74,US Dollar,Reinvestment,0
9/1/2022 0:13,11157,8007B2670,11157,8007B2670,6091.16,US Dollar,6091.16,US Dollar,Reinvestment,0
9/1/2022 0:01,1729,8007A3770,1729,8007A3770,4.85,US Dollar,4.85,US Dollar,Reinvestment,0
9/1/2022 0:25,1688,8007A37C0,1688,8007A37C0,9.79,US Dollar,9.79,US Dollar,Reinvestment,0
9/1/2022 0:13,908,8007A3BD0,908,8007A3BD0,11.64,US Dollar,11.64,US Dollar,Reinvestment,0
9/1/2022 0:15,1674,8007B2620,1674,8007B2620,17.56,US Dollar,17.56,US Dollar,Reinvestment,0
9/1/2022 0:27,11157,8007B2670,11157,8007B2670,4.46,US Dollar,4.46,US Dollar,Reinvestment,0
9/1/2022 0:01,1674,8007B79E0,1674,8007B79E0,94324.82,US Dollar,94324.82,US Dollar,Reinvestment,0
9/1/2022 0:11,11296,8007B7A80,11296,8007B7A80,805.06,US Dollar,805.06,US Dollar,Reinvestment,0
9/1/2022 0:00,10,8.00E+75,11296,8007B7A80,3692638.88,US Dollar,3692638.88,US Dollar,Cheque,0
9/1/2022 0:24,10,8.00E+75,11296,8007B7A80,11481.78,US Dollar,11481.78,US Dollar,Credit Card,0
9/1/2022 0:21,10,8.00E+75,11296,8007B7A80,590177.7,US Dollar,590177.7,US Dollar,Cash,0
9/1/2022 0:16,10,8.00E+75,11296,8007B7A80,2480608.99,US Dollar,2480608.99,US Dollar,ACH,0
9/1/2022 0:20,908,8007BF440,908,8007BF440,95345.41,US Dollar,95345.41,US Dollar,Reinvestment,0
9/1/2022 0:02,10,8006489C0,908,8007BF440,1095.92,US Dollar,1095.92,US Dollar,Cheque,0
9/1/2022 0:13,10,8006489C0,908,8007BF440,9205.85,US Dollar,9205.85,US Dollar,Credit Card,0
9/1/2022 0:24,10,8006489C0,908,8007BF440,995.13,US Dollar,995.13,US Dollar,Cash,0
9/1/2022 0:21,795,8007C7A30,795,8007C7A30,33037.32,US Dollar,33037.32,US Dollar,Reinvestment,0
9/1/2022 0:22,795,8007C7A30,795,8007C7A30,13.07,US Dollar,13.07,US Dollar,Reinvestment,0
9/1/2022 0:06,795,8006C8C70,1124,80073D690,139803.37,US Dollar,139803.37,US Dollar,Cheque,0
9/1/2022 0:10,795,8006C8C70,1124,80073D690,10357.35,US Dollar,10357.35,US Dollar,Credit Card,0
9/1/2022 0:12,795,8006C8C70,1124,80073D690,453012.82,US Dollar,453012.82,US Dollar,Cash,0
9/1/2022 0:04,21174,8007D4830,21174,8007D4830,12.18,US Dollar,12.18,US Dollar,Reinvestment,0
9/1/2022 0:14,12,8007D61E0,12,8007D61E0,1421616.85,US Dollar,1421616.85,US Dollar,Reinvestment,0
9/1/2022 0:09,1362,8007D5520,1362,8007D5520,4054005.59,US Dollar,4054005.59,US Dollar,Reinvestment,0
9/1/2022 0:11,908,8007D6B70,908,8007D6B70,1577734.38,US Dollar,1577734.38,US Dollar,Reinvestment,0
9/1/2022 0:16,11107,8007D75C0,11107,8007D75C0,132387.25,US Dollar,132387.25,US Dollar,Reinvestment,0
9/1/2022 0:28,3426,8007D71B0,1,8007D6F90,614.45,US Dollar,614.45,US Dollar,ACH,0
9/1/2022 0:18,1,8007D6F90,1,8007D6F90,14.15,US Dollar,14.15,US Dollar,Reinvestment,0
9/1/2022 0:02,12,8007D4EB0,12,8007D4EB0,715606.99,US Dollar,715606.99,US Dollar,Reinvestment,0
9/1/2022 0:15,1,8007D83A0,1,8007D83A0,35769.89,US Dollar,35769.89,US Dollar,Reinvestment,0
9/1/2022 0:06,1124,8007D3F40,1124,8007D3F40,2056.95,US Dollar,2056.95,US Dollar,Reinvestment,0
9/1/2022 0:21,31265,8007D4570,1124,8007D3F40,0.21,US Dollar,0.21,US Dollar,Cheque,0
9/1/2022 0:16,1588,8007DC760,1588,8007DC760,14.11,US Dollar,14.11,US Dollar,Reinvestment,0
9/1/2022 0:08,1047,8007E9290,1047,8007E9290,142352.88,US Dollar,142352.88,US Dollar,Reinvestment,0
9/1/2022 0:28,3760,8007E9330,3760,8007E9330,954.15,US Dollar,954.15,US Dollar,Reinvestment,0
9/1/2022 0:27,1124,8007E9860,1124,8007E9860,16590.15,US Dollar,16590.15,US Dollar,Reinvestment,0
9/1/2022 0:23,1588,800788980,1588,800788980,12.05,US Dollar,12.05,US Dollar,Reinvestment,0
9/1/2022 0:18,11157,8007FFB30,11157,8007FFB30,11.22,US Dollar,11.22,US Dollar,Reinvestment,0
9/1/2022 0:21,1,800794C30,1601,800800030,201919.78,US Dollar,201919.78,US Dollar,Cheque,0
9/1/2022 0:03,1,800794C30,1601,800800030,9949.14,US Dollar,9949.14,US Dollar,ACH,0
9/1/2022 0:23,1601,800800DB0,1601,800800DB0,20.69,US Dollar,20.69,US Dollar,Reinvestment,0
9/1/2022 0:24,1,8007FF940,1,8007FF940,155717.87,US Dollar,155717.87,US Dollar,Reinvestment,0
9/1/2022 0:26,1665,8.01E+06,1665,8.01E+06,342.43,US Dollar,342.43,US Dollar,Reinvestment,0
9/1/2022 0:14,220,800801FE0,220,800801FE0,2180668.02,US Dollar,2180668.02,US Dollar,Reinvestment,0
9/1/2022 0:20,220,800801FE0,220,800801FE0,15.67,US Dollar,15.67,US Dollar,Reinvestment,0
9/1/2022 0:22,10,800673540,1688,800801C70,12289.32,US Dollar,12289.32,US Dollar,Cheque,0
9/1/2022 0:16,701,800802BD0,701,800802BD0,15.22,US Dollar,15.22,US Dollar,Reinvestment,0
9/1/2022 0:11,1362,8008030D0,1362,8008030D0,2937.23,US Dollar,2937.23,US Dollar,Reinvestment,0
9/1/2022 0:29,1292,800804130,1292,800804130,116326.16,US Dollar,116326.16,US Dollar,Reinvestment,0
9/1/2022 0:03,1292,800804130,1292,800804130,20.96,US Dollar,20.96,US Dollar,Reinvestment,0
9/1/2022 0:24,1,800792340,1292,800804B60,181.99,US Dollar,181.99,US Dollar,Cheque,0
9/1/2022 0:08,1,800792340,1292,800804B60,183.39,US Dollar,183.39,US Dollar,Credit Card,0
9/1/2022 0:10,1,800792340,1292,800804B60,350.37,US Dollar,350.37,US Dollar,Wire,0
9/1/2022 0:26,1292,800804B60,1292,800804B60,12.92,US Dollar,12.92,US Dollar,Reinvestment,0
9/1/2022 0:28,1244,800804F70,1244,800804F70,1773183.37,US Dollar,1773183.37,US Dollar,Reinvestment,0
